Strain	State	Collection Data	PANGO Lineage
hCoV-19/India/DL-NCDC-2809246/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809247/2021	Delhi	15/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809249/2021	Delhi	27/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-1109360/2021	Maharashtra	18/02/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209274/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209372/2021	Delhi	09/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209229/2021	Delhi	02/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209230/2021	Delhi	02/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409296/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409326/2021	Maharashtra	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509368/2021	Delhi	11/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309248/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809321/2021	Delhi	26/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-25092/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-23092/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-26093/2021	Delhi	28/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209112/2021	Delhi	01/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209110/2021	Delhi	01/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209111/2021	Delhi	01/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809243/2021	Delhi	11/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309161/2021	Delhi	10/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309141/2021	Delhi	10/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309166/2021	Delhi	10/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-230960/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809242/2021	Delhi	29/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809315/2021	Delhi	23/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509307/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309247/2021	Delhi	08/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209376/2021	Delhi	08/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509296/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809199/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809200/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250914/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2009330/2021	Delhi	01/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809289/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220927/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220941/2021	Delhi	06/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220945/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220932/2021	Delhi	06/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220943/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220937/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220928/2021	Delhi	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-230978/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509261/2021	Delhi	18/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250950/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509376/2021	Delhi	23/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509272/2021	Delhi	18/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509266/2021	Delhi	19/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809297/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250966/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250988/2021	Delhi	23/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809224/2021	Delhi	17/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209366/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509163/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250987/2021	Delhi	23/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309297/2021	Delhi	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250918/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220913/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-1909250/2021	Delhi	26/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809228/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809334/2021	Delhi	04/05/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809335/2021	Delhi	04/05/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509145/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309140/2021	Delhi	10/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509285/2021	Delhi	22/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309368/2021	Delhi	11/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250916/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209206/2021	Delhi	04/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-250961/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209121/2021	Delhi	03/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250940/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509253/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209204/2021	Delhi	04/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509259/2021	Delhi	18/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509381/2021	Delhi	23/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509152/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509155/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509141/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509289/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209368/2021	Delhi	09/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2009344/2021	Delhi	02/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809365/2021	Delhi	01/05/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809296/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209120/2021	Delhi	03/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2009294/2021	Delhi	22/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509166/2021	Delhi	04/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509170/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309270/2021	Delhi	10/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250990/2021	Delhi	04/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509173/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209127/2021	Delhi	04/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209128/2021	Delhi	03/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409212/2021	Maharashtra	16/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509139/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809294/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409290/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-1709283/2021	Delhi	21/03/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409268/2021	Maharashtra	16/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-1709281/2021	Delhi	20/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809184/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409208/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409255/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409379/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409239/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250949/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209114/2021	Delhi	02/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209115/2021	Delhi	02/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2009334/2021	Delhi	28/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-2009335/2021	Delhi	04/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209106/2021	Delhi	01/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509134/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209280/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-170920/2021	Delhi	18/03/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209275/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209276/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209237/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509159/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-180916/2021	Delhi	22/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309226/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250954/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509131/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2009296/2021	Delhi	23/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-250971/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250939/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509269/2021	Delhi	20/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209365/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509286/2021	Delhi	22/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509130/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509138/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-23097/2021	Delhi	04/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809319/2021	Delhi	24/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509119/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509151/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509106/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809196/2021	Delhi	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250920/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509378/2021	Delhi	23/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809329/2021	Delhi	21/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509113/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809214/2021	Delhi	17/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-25093/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209360/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250962/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250923/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509124/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309346/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809227/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809325/2021	Delhi	29/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309217/2021	Delhi	04/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250998/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209126/2021	Delhi	04/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809194/2021	Delhi	17/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809340/2021	Delhi	01/05/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509195/2021	Delhi	02/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509374/2021	Delhi	23/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209238/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409315/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209337/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209356/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/MH-NCDC-NIV-INSACOG-2409292/2021	Maharashtra	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250921/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209347/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-1909243/2021	Delhi	23/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509140/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-1709272/2021	Delhi	21/03/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309337/2021	Delhi	11/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309250/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209290/2021	Delhi	11/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809360/2021	Delhi	28/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-23095/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220923/2021	Delhi	03/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220922/2021	Delhi	03/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250973/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250926/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509143/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250911/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250931/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250933/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250922/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250968/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809232/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309296/2021	Delhi	06/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209371/2021	Delhi	09/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809327/2021	Delhi	29/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809339/2021	Delhi	03/05/21	B.1.617.2
hCoV-19/India/DL-NCDC-230974/2021	Delhi	08/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209370/2021	Delhi	09/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809236/2021	Delhi	18/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809234/2021	Delhi	18/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809235/2021	Delhi	18/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209277/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509153/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809211/2021	Delhi	17/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250980/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250943/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-230963/2021	Delhi	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-230941/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209348/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209342/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809310/2021	Delhi	22/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309232/2021	Delhi	06/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509125/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209340/2021	Delhi	07/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809208/2021	Delhi	16/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809317/2021	Delhi	24/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509112/2021	Delhi	15/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809311/2021	Delhi	21/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-25098/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509111/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209117/2021	Delhi	02/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809240/2021	Delhi	30/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509251/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509114/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809281/2021	Delhi	17/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809283/2021	Delhi	17/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809238/2021	Delhi	22/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-180934/2021	Delhi	17/03/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209264/2021	Delhi	04/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2309279/2021	Delhi	04/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509121/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-220924/2021	Delhi	12/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809286/2021	Delhi	26/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2809305/2021	Delhi	19/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509158/2021	Delhi	15/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-25094/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250938/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509135/2021	Delhi	14/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509164/2021	Delhi	15/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-260910/2021	Delhi	19/04/21	B.1.617.2
hCoV-19/India/DEL-NCDC-INSACOG-2209239/2021	Delhi	05/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-250956/2021	Delhi	13/04/21	B.1.617.2
hCoV-19/India/DL-NCDC-2509299/2021	Delhi	14/04/21	B.1.617.2
